,Application ID,Application Status,Property Type,Property Sub Type,OnSite Sanitation Type,Door Number,Street Name,City,Pincode,Locality,District,State,Slum Name,Application Source,Desludging Entity,Longitude,Latitude,Geo Location Provided,Desludging Vehicle Number,Vehicle Type,Vehicle Capacity,Waste Collected,Waste Dumped,Vehicle In DateTime,Vehicle  Out DateTime,Fstp Plant Name,Payment Amount,Payment Status,Payment Source,Payment Instrument Type,Application Submitted Time,Pending payment Submitted Time,Assigned DSO Submitted Time,DSO Rejected Submitted Time,DSO Inprogress Submitted Time,Pending DSO Approval Submitted Time,Rejected Date Time,Cancelled Date Time,Citizen feedback Submitted Date Time,Application Completed Time,Rating,Scheduled Time,Waiting for disposalTime,Disposed Time,SLA Planned (In Days),SLA achieved
2417,1013-FSM-2021-06-08-002247,Pending for DSO Approval,Commercial,Shopping mall,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,5000,New,Counter,CASH,10/01/2021 05:33:00,10/01/2021 05:33:00,11/01/2021 05:33:00,N/A,N/A,11/01/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2418,1013-FSM-2021-06-08-002248,Pending for DSO Approval,Residential,Independent house,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,930,New,Counter,CASH,12/01/2021 05:33:00,12/01/2021 05:33:00,13/01/2021 05:33:00,N/A,N/A,13/01/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2419,1013-FSM-2021-06-08-002250,Pending for DSO Approval,Residential,Row houses,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,910,New,Counter,CASH,14/01/2021 05:33:00,14/01/2021 05:33:00,15/01/2021 05:33:00,N/A,N/A,15/01/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2420,1013-FSM-2021-06-08-002249,Pending for DSO Approval,Residential,Apartment,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,800,New,Counter,CASH,16/01/2021 05:33:00,16/01/2021 05:33:00,17/01/2021 05:33:00,N/A,N/A,17/01/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2421,1013-FSM-2021-06-08-002251,Pending for DSO Approval,Commercial,Community hall,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,4400,New,Counter,CASH,18/01/2021 05:33:00,18/01/2021 05:33:00,19/01/2021 05:33:00,N/A,N/A,19/01/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2422,1013-FSM-2021-06-08-002257,Pending for DSO Approval,Institutional,College,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,2789,New,Counter,CASH,20/01/2021 05:33:00,20/01/2021 05:33:00,21/01/2021 05:33:00,N/A,N/A,21/01/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2423,1013-FSM-2021-06-08-002256,Pending for DSO Approval,Institutional,University,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,2700,New,Counter,CASH,22/01/2021 05:33:00,22/01/2021 05:33:00,22/01/2021 17:33:00,N/A,N/A,22/01/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2424,1013-FSM-2021-06-08-002255,Pending for DSO Approval,Commercial,Restaurant,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,4820,New,Counter,CASH,24/01/2021 05:33:00,24/01/2021 05:33:00,24/01/2021 17:33:00,N/A,N/A,24/01/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2425,1013-FSM-2021-06-08-002252,Pending for DSO Approval,Institutional,School,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,2440,New,Counter,CASH,26/01/2021 05:33:00,26/01/2021 05:33:00,26/01/2021 17:33:00,N/A,N/A,26/01/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2426,1013-FSM-2021-06-08-002259,Pending for DSO Approval,Institutional,Police station,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,2502,New,Counter,CASH,28/01/2021 05:33:00,28/01/2021 05:33:00,28/01/2021 17:33:00,N/A,N/A,28/01/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2427,1013-FSM-2021-06-08-002258,Pending for DSO Approval,Commercial,Bank,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,4100,New,Counter,CASH,30/01/2021 05:33:00,30/01/2021 05:33:00,30/01/2021 17:33:00,N/A,N/A,30/01/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2428,1013-FSM-2021-06-08-002253,Pending for DSO Approval,Commercial,Hotel,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,3882,New,Counter,CASH,01/02/2021 05:33:00,01/02/2021 05:33:00,01/02/2021 17:33:00,N/A,N/A,01/02/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2429,1013-FSM-2021-06-08-002254,Pending for DSO Approval,Institutional,Hospital,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,2670,New,Counter,CASH,03/02/2021 05:33:00,03/02/2021 05:33:00,03/02/2021 17:33:00,N/A,N/A,03/02/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2430,1013-FSM-2021-06-08-002261,Pending for DSO Approval,Residential,Row houses,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,910,New,Counter,CASH,05/02/2021 05:33:00,05/02/2021 05:33:00,05/02/2021 17:33:00,N/A,N/A,05/02/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2431,1013-FSM-2021-06-08-002260,Pending for DSO Approval,Residential,Independent house,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,930,New,Counter,CASH,07/02/2021 05:33:00,07/02/2021 05:33:00,07/02/2021 17:33:00,N/A,N/A,07/02/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2432,1013-FSM-2021-06-08-002262,Pending for DSO Approval,Residential,Apartment,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,800,New,Counter,CASH,09/02/2021 05:33:00,09/02/2021 05:33:00,09/02/2021 17:33:00,N/A,N/A,09/02/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2433,1013-FSM-2021-06-08-002263,Pending for DSO Approval,Commercial,Restaurant,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,4820,New,Counter,CASH,11/02/2021 05:33:00,11/02/2021 05:33:00,11/02/2021 17:33:00,N/A,N/A,11/02/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2434,1013-FSM-2021-06-08-002265,Pending for DSO Approval,Commercial,Hotel,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,3882,New,Counter,CASH,13/02/2021 05:33:00,13/02/2021 05:33:00,13/02/2021 17:33:00,N/A,N/A,13/02/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2435,1013-FSM-2021-06-08-002264,Pending for DSO Approval,Commercial,Bank,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,4100,New,Counter,CASH,15/02/2021 05:33:00,15/02/2021 05:33:00,15/02/2021 17:33:00,N/A,N/A,15/02/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2436,1013-FSM-2021-06-08-002270,Pending for DSO Approval,Institutional,Police station,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,2502,New,Counter,CASH,17/02/2021 05:33:00,17/02/2021 05:33:00,17/02/2021 17:33:00,N/A,N/A,17/02/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2437,1013-FSM-2021-06-08-002268,Pending for DSO Approval,Commercial,Shopping mall,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,5000,New,Counter,CASH,19/02/2021 05:33:00,19/02/2021 05:33:00,19/02/2021 17:33:00,N/A,N/A,19/02/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2438,1013-FSM-2021-06-08-002266,Pending for DSO Approval,Commercial,Community hall,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,4400,New,Counter,CASH,21/02/2021 05:33:00,21/02/2021 05:33:00,21/02/2021 17:33:00,N/A,N/A,21/02/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2439,1013-FSM-2021-06-08-002267,Pending for DSO Approval,Institutional,School,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,2440,New,Counter,CASH,23/02/2021 05:33:00,23/02/2021 05:33:00,23/02/2021 17:33:00,N/A,N/A,23/02/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2440,1013-FSM-2021-06-08-002272,Pending for DSO Approval,Institutional,College,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,2789,New,Counter,CASH,25/02/2021 05:33:00,25/02/2021 05:33:00,25/02/2021 17:33:00,N/A,N/A,25/02/2021 17:33:00,N/A,N/A,N/A,,,,,,2,N/A
2441,1013-FSM-2021-06-08-002271,Pending for DSO Approval,Institutional,Hospital,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,2670,New,Counter,CASH,27/02/2021 05:33:00,27/02/2021 05:33:00,28/02/2021 05:33:00,N/A,N/A,28/02/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2442,1013-FSM-2021-06-08-002269,Pending for DSO Approval,Institutional,University,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,N/A,TATA 407,0,0,0,N/A,N/A,,2700,New,Counter,CASH,01/03/2021 05:33:00,01/03/2021 05:33:00,02/03/2021 05:33:00,N/A,N/A,02/03/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2443,1013-FSM-2021-06-08-002274,DSO Inprogress,Residential,Apartment,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,0,0,N/A,N/A,Amritsar FSTP,800,New,Counter,CASH,03/03/2021 05:33:00,03/03/2021 05:33:00,04/03/2021 05:33:00,N/A,05/03/2021 05:33:00,04/03/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2444,1013-FSM-2021-06-08-002277,DSO Inprogress,Residential,Row houses,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,0,0,N/A,N/A,Amritsar FSTP,910,New,Counter,CASH,05/03/2021 05:33:00,05/03/2021 05:33:00,06/03/2021 05:33:00,N/A,07/03/2021 05:33:00,06/03/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2445,1013-FSM-2021-06-08-002275,DSO Inprogress,Commercial,Shopping mall,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,0,0,N/A,N/A,Amritsar FSTP,5000,New,Counter,CASH,07/03/2021 05:33:00,07/03/2021 05:33:00,08/03/2021 05:33:00,N/A,09/03/2021 05:33:00,08/03/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2446,1013-FSM-2021-06-08-002273,DSO Inprogress,Commercial,Restaurant,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,0,0,N/A,N/A,Amritsar FSTP,4820,New,Counter,CASH,09/03/2021 05:33:00,09/03/2021 05:33:00,10/03/2021 05:33:00,N/A,11/03/2021 05:33:00,10/03/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2447,1013-FSM-2021-06-08-002278,DSO Inprogress,Commercial,Hotel,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,0,0,N/A,N/A,Amritsar FSTP,3882,New,Counter,CASH,11/03/2021 05:33:00,11/03/2021 05:33:00,12/03/2021 05:33:00,N/A,13/03/2021 05:33:00,12/03/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2448,1013-FSM-2021-06-08-002276,DSO Inprogress,Residential,Independent house,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,0,0,N/A,N/A,Amritsar FSTP,930,New,Counter,CASH,13/03/2021 05:33:00,13/03/2021 05:33:00,14/03/2021 05:33:00,N/A,15/03/2021 05:33:00,14/03/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2449,1013-FSM-2021-06-08-002279,DSO Inprogress,Institutional,College,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,0,0,N/A,N/A,Amritsar FSTP,2789,New,Counter,CASH,17/03/2021 05:33:00,17/03/2021 05:33:00,18/03/2021 05:33:00,N/A,19/03/2021 05:33:00,18/03/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2450,1013-FSM-2021-06-08-002285,DSO Inprogress,Institutional,Police station,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,0,0,N/A,N/A,Amritsar FSTP,2502,New,Counter,CASH,19/03/2021 05:33:00,19/03/2021 05:33:00,20/03/2021 05:33:00,N/A,21/03/2021 05:33:00,20/03/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2451,1013-FSM-2021-06-08-002282,DSO Inprogress,Commercial,Bank,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,0,0,N/A,N/A,Amritsar FSTP,4100,New,Counter,CASH,03/01/2021 05:33:00,03/01/2021 05:33:00,04/01/2021 05:33:00,N/A,05/01/2021 05:33:00,04/01/2021 05:33:00,N/A,N/A,N/A,,,,,,2,N/A
2452,1013-FSM-2021-06-08-002287,Citizen feedback pending,Residential,Independent house,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,930,New,Counter,CASH,09/01/2021 05:33:00,09/01/2021 05:33:00,10/01/2021 05:33:00,N/A,11/01/2021 05:33:00,10/01/2021 05:33:00,N/A,N/A,12/01/2021 05:33:00,,,,,,2,N/A
2453,1013-FSM-2021-06-08-002288,Citizen feedback pending,Residential,Independent house,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,930,New,Counter,CASH,11/01/2021 05:33:00,11/01/2021 05:33:00,12/01/2021 05:33:00,N/A,13/01/2021 05:33:00,12/01/2021 05:33:00,N/A,N/A,14/01/2021 05:33:00,,,,,,2,N/A
2454,1013-FSM-2021-06-08-002289,Citizen feedback pending,Residential,Apartment,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,800,New,Counter,CASH,13/01/2021 05:33:00,13/01/2021 05:33:00,14/01/2021 05:33:00,N/A,15/01/2021 05:33:00,14/01/2021 05:33:00,N/A,N/A,16/01/2021 05:33:00,,,,,,2,N/A
2455,1013-FSM-2021-06-08-002290,Citizen feedback pending,Residential,Apartment,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,800,New,Counter,CASH,15/01/2021 05:33:00,15/01/2021 05:33:00,16/01/2021 05:33:00,N/A,17/01/2021 05:33:00,16/01/2021 05:33:00,N/A,N/A,18/01/2021 05:33:00,,,,,,2,N/A
2456,1013-FSM-2021-06-08-002291,Citizen feedback pending,Residential,Row houses,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,910,New,Counter,CASH,17/01/2021 05:33:00,17/01/2021 05:33:00,18/01/2021 05:33:00,N/A,19/01/2021 05:33:00,18/01/2021 05:33:00,N/A,N/A,20/01/2021 05:33:00,,,,,,2,N/A
2457,1013-FSM-2021-06-08-002297,Citizen feedback pending,Commercial,Shopping mall,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,5000,New,Counter,CASH,29/01/2021 05:33:00,29/01/2021 05:33:00,29/01/2021 17:33:00,N/A,30/01/2021 05:33:00,29/01/2021 17:33:00,N/A,N/A,31/01/2021 05:33:00,,,,,,2,N/A
2458,1013-FSM-2021-06-08-002300,Citizen feedback pending,Commercial,Community hall,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,4400,New,Counter,CASH,04/02/2021 05:33:00,04/02/2021 05:33:00,04/02/2021 17:33:00,N/A,05/02/2021 05:33:00,04/02/2021 17:33:00,N/A,N/A,06/02/2021 05:33:00,,,,,,2,N/A
2459,1013-FSM-2021-06-08-002301,Citizen feedback pending,Commercial,Bank,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,4100,New,Counter,CASH,06/02/2021 05:33:00,06/02/2021 05:33:00,06/02/2021 17:33:00,N/A,07/02/2021 05:33:00,06/02/2021 17:33:00,N/A,N/A,08/02/2021 05:33:00,,,,,,2,N/A
2460,1013-FSM-2021-06-08-002302,Citizen feedback pending,Commercial,Bank,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,4100,New,Counter,CASH,08/02/2021 05:33:00,08/02/2021 05:33:00,08/02/2021 17:33:00,N/A,09/02/2021 05:33:00,08/02/2021 17:33:00,N/A,N/A,10/02/2021 05:33:00,,,,,,2,N/A
2461,1013-FSM-2021-06-08-002303,Citizen feedback pending,Institutional,School,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,2440,New,Counter,CASH,10/02/2021 05:33:00,10/02/2021 05:33:00,10/02/2021 17:33:00,N/A,11/02/2021 05:33:00,10/02/2021 17:33:00,N/A,N/A,12/02/2021 05:33:00,,,,,,2,N/A
2462,1013-FSM-2021-06-08-002304,Citizen feedback pending,Institutional,School,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,2440,New,Counter,CASH,12/02/2021 05:33:00,12/02/2021 05:33:00,12/02/2021 17:33:00,N/A,13/02/2021 05:33:00,12/02/2021 17:33:00,N/A,N/A,14/02/2021 05:33:00,,,,,,2,N/A
2463,1013-FSM-2021-06-08-002305,Citizen feedback pending,Institutional,College,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,2789,New,Counter,CASH,14/02/2021 05:33:00,14/02/2021 05:33:00,14/02/2021 17:33:00,N/A,15/02/2021 05:33:00,14/02/2021 17:33:00,N/A,N/A,16/02/2021 05:33:00,,,,,,2,N/A
2464,1013-FSM-2021-06-08-002306,Citizen feedback pending,Institutional,College,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,2789,New,Counter,CASH,16/02/2021 05:33:00,16/02/2021 05:33:00,16/02/2021 17:33:00,N/A,17/02/2021 05:33:00,16/02/2021 17:33:00,N/A,N/A,18/02/2021 05:33:00,,,,,,2,N/A
2465,1013-FSM-2021-06-08-002307,Citizen feedback pending,Institutional,University,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,2700,New,Counter,CASH,18/02/2021 05:33:00,18/02/2021 05:33:00,18/02/2021 17:33:00,N/A,19/02/2021 05:33:00,18/02/2021 17:33:00,N/A,N/A,20/02/2021 05:33:00,,,,,,2,N/A
2466,1013-FSM-2021-06-08-002308,Citizen feedback pending,Institutional,University,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,2700,New,Counter,CASH,20/02/2021 05:33:00,20/02/2021 05:33:00,20/02/2021 17:33:00,N/A,21/02/2021 05:33:00,20/02/2021 17:33:00,N/A,N/A,22/02/2021 05:33:00,,,,,,2,N/A
2467,1013-FSM-2021-06-08-002309,Citizen feedback pending,Institutional,Hospital,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,2670,New,Counter,CASH,22/02/2021 05:33:00,22/02/2021 05:33:00,22/02/2021 17:33:00,N/A,23/02/2021 05:33:00,22/02/2021 17:33:00,N/A,N/A,24/02/2021 05:33:00,,,,,,2,N/A
2468,1013-FSM-2021-06-08-002310,Citizen feedback pending,Institutional,Hospital,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,2670,New,Counter,CASH,24/02/2021 05:33:00,24/02/2021 05:33:00,24/02/2021 17:33:00,N/A,25/02/2021 05:33:00,24/02/2021 17:33:00,N/A,N/A,26/02/2021 05:33:00,,,,,,2,N/A
2469,1013-FSM-2021-06-08-002311,Citizen feedback pending,Institutional,Police station,Septic tank with soak pit,20,2nd Street,Jalandhar,143001,Main Road Abadpura,Jalandhar,Punjab,,Telephone,Y.S Cleaners,,,No,TS 09 PA 3586,TATA 407,1000,1850,1650,01/01/1970 05:30:00,03/05/2021 22:09:00,Amritsar FSTP,2502,New,Counter,CASH,26/02/2021 05:33:00,26/02/2021 05:33:00,26/02/2021 17:33:00,N/A,27/02/2021 05:33:00,26/02/2021 17:33:00,N/A,N/A,28/02/2021 05:33:00,,,,,,2,N/A
